Date/Time,Depth water [m],Sal,Temp [°C],pH,O2 [µmol/l],Chl a [µg/l],[PO4]3- [µmol/l],Si(OH)4 [µmol/l],[NH4]+ [µmol/l],[NO2]- [µmol/l],[NO3]- [µmol/l],DON [µmol/l],DOP [µmol/l],SPM [mg/l]
2007-05-10T08:30,1,29.57,12.91,8.51,,17.39,0.05,0.36,0.42,0.05,0.25,13.25,0.22,5.12
2007-05-16T08:15,1,29.93,12.70,8.51,,15.27,0.09,1.08,0.42,0.03,0.04,13.60,0.20,23.16
2007-05-21T08:30,1,29.95,13.60,8.55,,11.37,0.13,0.61,0.56,0.04,0.11,14.62,0.16,9.01
2007-05-24T08:30,1,30.20,14.37,8.67,,9.39,0.06,1.16,0.73,0.02,0.08,13.50,0.18,6.55
2007-05-29T08:10,1,29.85,15.26,8.52,,7.46,0.22,0.48,0.61,0.03,0.01,16.97,0.23,8.13
2007-05-31T08:07,1,29.79,14.81,8.44,,7.81,0.22,0.70,0.55,0.03,0.02,16.66,0.11,13.49
2007-06-04T08:10,1,30.02,16.18,8.50,,7.48,0.07,1.01,0.73,0.03,-0.01,17.73,0.44,7.73
2007-06-07T08:30,1,29.98,17.73,8.40,,3.19,0.23,0.89,0.70,0.02,0.06,17.18,0.25,3.09
2007-06-11T08:00,1,30.06,19.68,8.31,,2.93,0.13,0.29,0.73,0.04,0.11,19.36,0.33,7.21
2007-06-14T08:10,1,30.08,19.23,8.25,,2.77,0.55,0.70,0.86,0.03,0.04,20.99,0.44,1.97
2007-06-18T08:30,1,30.34,17.83,8.28,,3.78,0.14,0.42,0.71,0.03,0.01,19.23,0.35,3.32
2007-06-21T08:25,1,30.36,18.33,8.21,,3.08,0.21,0.46,2.03,0.05,0.23,20.25,0.36,2.47
2007-06-25T08:30,1,30.30,19.05,8.17,,2.86,0.28,0.74,2.03,0.09,0.34,23.55,0.44,1.31
2007-06-28T08:10,1,30.29,15.23,8.18,,6.93,0.28,1.46,3.12,0.18,1.30,19.32,0.42,11.66
2007-07-02T08:10,1,29.87,15.47,8.11,,3.49,0.45,3.02,3.92,0.26,1.36,19.14,0.39,1.62
2007-07-05T08:30,1,29.70,16.69,8.08,,3.52,0.32,3.40,3.28,0.30,2.16,21.24,0.42,2.62
2007-07-09T08:30,1,29.98,17.16,8.09,,5.39,0.16,1.33,2.74,0.34,2.54,17.12,0.35,7.44
2007-07-12T08:12,1,29.74,16.60,8.15,,4.18,0.18,1.18,2.24,0.28,2.10,17.85,0.40,2.28
2007-07-19T08:25,1,29.35,18.82,8.14,,6.23,0.16,1.14,1.18,0.12,0.57,17.61,0.44,0.38
2007-07-23T08:35,1,29.75,18.99,8.20,,3.32,0.06,1.07,0.57,0.01,0.04,17.92,0.36,0.58
2007-07-26T08:40,1,29.54,17.46,8.21,,3.42,0.15,1.75,0.64,0.03,0.08,19.07,0.37,0.44
2007-07-30T08:00,1,29.28,17.49,8.21,,4.16,0.39,2.38,1.05,0.07,0.21,18.28,0.32,5.76
2007-08-02T08:30,1,29.36,16.63,8.15,,5.74,0.43,2.97,1.14,0.12,0.40,17.61,0.33,7.40
2007-08-06T08:30,1,29.53,17.88,8.11,,4.03,0.25,1.80,0.72,0.03,0.15,18.88,0.43,11.69
2007-08-09T13:25,1,29.35,19.15,8.13,,3.71,0.28,1.32,0.23,0.04,0.13,19.50,0.42,3.60
2007-08-13T08:10,1,29.34,19.46,8.13,,3.56,0.34,1.14,0.44,0.03,0.14,18.48,0.41,3.56
2007-08-16T08:25,1,29.82,19.34,8.13,,4.31,0.26,2.34,0.16,0.02,0.13,18.63,0.40,2.67
2007-08-20T08:45,1,29.79,18.20,8.16,,6.59,0.27,3.05,0.22,0.02,0.09,16.94,0.37,1.53
2007-08-23T08:30,1,29.25,18.39,8.13,,7.00,0.36,3.01,0.36,0.04,0.14,20.12,0.34,0.11
2007-08-27T08:15,1,29.28,18.19,8.12,,3.86,0.35,1.97,0.47,0.02,0.07,19.25,0.38,0.30
2007-08-30T08:35,1,29.20,16.40,8.07,,4.15,0.39,1.51,0.55,0.02,0.05,19.46,0.33,1.72
2007-09-03T08:30,1,29.72,15.84,8.19,,5.43,0.33,2.08,0.55,0.01,0.33,13.86,0.27,1.76
2007-09-06T08:30,1,29.94,14.77,8.19,,5.38,0.31,1.21,0.07,0.02,0.11,15.18,0.24,5.00
2007-09-10T08:30,1,29.40,14.02,8.10,,5.42,0.38,1.27,0.76,0.06,0.39,19.52,0.35,9.61
2007-09-13T07:55,1,29.52,14.53,8.10,,5.39,0.41,1.49,1.05,0.12,0.47,,,6.87
2007-09-17T08:05,1,29.98,13.90,8.04,,4.88,0.48,2.39,1.89,0.21,1.21,19.66,0.26,5.05
2007-09-20T08:15,1,31.19,13.87,8.04,,8.89,0.28,1.86,1.33,0.15,0.91,18.64,0.24,3.55
2007-09-24T08:45,1,29.90,14.85,8.03,,3.87,0.46,2.70,3.07,0.32,1.85,16.58,0.16,5.08
2007-09-27T08:15,1,29.99,14.38,8.09,,3.78,0.44,2.92,2.38,0.31,1.68,16.67,0.28,3.39
2007-10-04T08:30,1,30.52,13.26,8.13,,3.95,0.35,1.99,1.31,0.24,1.49,16.12,0.25,1.97
2007-10-08T08:10,1,29.71,12.50,8.05,,2.90,0.45,3.91,6.08,0.48,2.91,16.76,0.25,19.40
2007-10-11T07:55,1,29.94,12.35,8.03,,2.73,0.48,3.89,5.71,0.55,3.14,14.90,0.24,1.78
2007-10-15T08:30,1,30.11,11.99,8.06,,3.55,0.42,3.90,3.73,0.46,3.22,15.48,0.26,1.27
2007-10-18T09:00,1,30.24,11.72,8.07,,3.54,0.41,3.87,3.28,0.41,3.46,13.68,0.19,5.97
2007-10-22T08:30,1,29.77,9.34,8.05,,4.29,0.46,5.37,4.92,0.60,3.99,18.83,0.26,3.63
2007-10-25T08:10,1,29.45,8.11,7.99,,3.80,0.41,6.75,7.36,0.84,4.92,19.56,0.32,5.14
2007-10-29T08:25,1,30.13,9.53,7.98,,5.49,0.24,4.53,3.72,0.40,2.95,15.66,0.26,9.07
2007-11-01T08:30,1,29.90,9.95,8.02,,2.87,0.33,6.56,4.61,0.51,4.22,15.92,0.22,0.05
2007-11-05T08:15,1,29.63,9.62,7.89,,2.80,0.42,8.33,5.69,0.64,5.16,14.84,0.22,0.67
2007-11-08T08:15,1,29.77,8.46,7.97,,5.31,0.42,6.90,7.09,0.79,5.26,13.83,0.15,9.62
2007-11-12T08:30,1,29.66,6.20,8.00,,11.16,0.39,10.90,6.84,0.75,6.13,16.41,0.24,61.62
2007-11-15T08:20,1,29.63,4.54,7.98,,7.15,0.40,12.18,7.15,0.85,6.81,10.64,0.17,45.79
2007-11-22T09:31,1,30.71,5.62,7.99,,2.43,0.44,10.24,7.05,0.52,5.75,17.86,0.19,10.58
2007-11-26T08:30,1,29.94,4.23,7.99,,13.86,0.41,15.08,8.52,0.86,8.94,13.41,0.19,49.81
2007-11-29T08:30,1,30.75,6.06,7.94,,4.12,0.43,13.28,7.81,0.68,7.67,13.34,0.18,36.13
2007-12-03T08:30,1,30.49,5.99,8.02,,1.70,0.54,14.80,8.38,0.55,7.48,12.26,0.14,11.83
2007-12-06T08:35,1,29.90,6.57,7.94,,2.27,0.55,17.64,9.26,0.80,10.58,13.28,0.17,20.53
2007-12-10T08:10,1,29.30,5.71,8.05,,4.03,0.68,20.53,10.92,1.13,13.32,13.96,0.01,26.16
2008-01-07T09:27,1,27.38,1.38,8.00,,3.34,0.84,36.30,12.27,2.45,30.45,14.77,0.02,23.97
2008-01-10T08:30,1,27.34,3.53,7.98,,3.32,0.98,34.27,8.64,2.49,37.54,,0.09,33.69
2008-01-14T08:30,1,27.04,2.23,8.01,,3.79,0.97,36.98,8.70,2.52,40.66,14.71,0.09,37.68
2008-01-17T08:30,1,28.24,4.39,8.03,,2.57,0.97,31.94,7.00,2.35,37.21,16.05,0.07,26.68
2008-01-21T08:30,1,27.24,4.94,7.92,,2.47,0.86,35.87,7.76,2.87,40.14,17.32,0.14,24.64
2008-01-28T08:30,1,26.80,5.26,8.04,,3.25,0.91,40.13,4.18,3.13,45.30,19.09,0.08,31.86
2008-01-31T08:30,1,27.95,4.87,8.07,,3.54,0.97,34.96,6.07,2.62,41.63,13.82,0.08,41.22
2008-02-04T08:15,1,27.89,3.38,8.00,,7.35,0.78,36.15,6.33,2.68,42.01,8.54,0.07,86.92
2008-02-07T08:05,1,28.00,4.04,8.06,,4.81,0.88,35.39,6.03,2.31,43.03,10.28,0.03,58.24
2008-02-11T08:30,1,27.32,4.01,8.07,,2.54,0.88,39.83,5.89,2.43,47.54,13.65,0.09,28.28
2008-02-14T08:17,1,27.27,2.23,8.00,,1.12,0.91,39.12,6.17,2.36,44.42,20.29,0.04,37.68
2008-02-18T08:30,1,27.12,3.51,,,1.93,0.99,39.40,6.21,2.28,44.18,20.18,0.10,21.73
2008-02-21T08:10,1,26.97,4.16,8.03,,1.97,0.92,41.63,6.30,2.35,47.43,18.45,0.01,15.70
2008-02-25T08:20,1,27.59,5.11,8.08,,2.59,0.88,37.06,5.36,2.14,48.95,14.72,0.02,26.70
2008-03-27T09:00,1,26.38,4.05,8.07,,4.65,0.55,32.73,1.98,0.95,55.96,15.54,0.21,20.73
2008-03-31T09:25,1,27.15,5.49,8.12,,5.34,0.55,28.66,0.65,0.36,54.87,14.75,0.18,19.85
2008-04-03T08:10,1,26.04,6.44,8.17,,9.40,0.29,25.41,0.58,0.58,48.05,20.63,0.18,31.94
2008-04-07T08:15,1,26.09,6.58,8.10,,7.26,0.53,26.74,0.98,0.44,54.45,14.62,,11.34
2008-04-10T08:30,1,26.57,7.04,8.20,,8.69,0.27,22.22,0.37,0.28,51.50,14.43,0.20,15.24
2008-04-14T08:30,1,27.11,7.54,8.23,,14.05,0.16,16.02,0.31,0.22,46.58,15.45,0.16,23.48
2008-04-17T08:10,1,25.93,8.74,8.47,,11.76,0.06,2.66,0.62,0.47,29.21,17.39,0.20,9.52
2008-04-21T08:05,1,26.27,8.45,8.49,,25.57,0.10,0.81,0.65,0.33,29.12,15.29,0.13,9.65
2008-04-24T08:20,1,26.80,9.19,8.52,,16.21,0.01,0.16,0.34,0.25,27.36,14.87,0.18,16.67
2008-04-28T08:30,1,27.65,10.18,8.51,,7.23,0.02,0.14,0.89,0.28,24.23,13.78,0.17,5.28
2008-04-30T07:50,1,26.92,10.45,8.53,,7.93,0.02,0.26,1.09,0.26,21.21,14.87,0.20,5.08
2008-05-05T08:10,1,26.79,13.80,8.48,,6.09,0.04,0.39,1.80,0.30,13.24,14.77,0.35,8.78
2008-05-08T08:25,1,27.50,13.50,8.51,,6.05,0.03,0.46,1.39,0.24,16.64,15.13,0.46,4.14
2008-05-15T08:15,1,27.79,15.41,8.41,,4.15,0.08,1.33,3.91,0.23,9.04,15.75,0.43,5.47
2008-05-19T08:10,1,27.80,14.31,8.44,,10.30,0.03,1.61,0.93,0.16,4.60,16.95,0.40,7.97
2008-05-22T08:20,1,28.08,14.64,8.59,,11.87,0.03,1.09,0.59,0.02,0.01,16.45,0.37,8.67
2008-05-26T08:30,1,28.36,13.99,8.56,,11.95,0.21,1.58,0.88,0.11,0.24,18.62,0.31,5.33
2008-05-29T08:40,1,29.11,13.78,8.43,,13.97,0.05,0.80,1.13,0.10,1.21,17.98,0.43,7.71
2008-06-02T08:05,1,28.40,17.40,8.17,,8.97,0.19,0.72,0.78,0.08,0.21,20.06,0.37,15.26
2008-06-05T08:07,1,29.32,16.40,8.22,,19.48,0.27,0.86,1.21,0.13,0.78,17.28,0.20,38.42
2008-06-09T08:25,1,30.37,16.63,8.23,,4.63,0.01,0.46,1.06,0.08,2.36,15.08,0.28,0.90
2008-06-12T08:30,1,30.30,15.97,8.19,,6.21,0.03,0.78,1.17,0.08,1.61,15.80,0.29,8.42
2008-06-16T08:05,1,30.36,15.27,8.11,,7.47,0.07,0.57,1.01,0.07,0.72,15.20,0.34,18.38
2008-06-19T09:00,1,30.49,15.65,8.12,,7.91,0.07,0.58,0.95,0.06,0.66,16.35,0.37,18.03
2008-06-26T08:20,1,31.00,16.17,8.09,,7.11,0.03,0.67,2.42,0.15,1.36,14.46,0.28,4.67
2008-06-30T08:15,1,30.98,16.13,8.06,,5.82,0.07,0.29,2.40,0.18,0.55,14.45,0.28,6.60
2008-07-03T08:05,1,31.10,18.65,8.04,,8.45,0.25,2.02,1.46,0.09,0.21,17.87,0.41,29.45
2008-07-07T08:30,1,31.27,18.81,8.03,,3.16,0.17,2.02,3.14,0.18,0.61,14.14,0.28,1.19
2008-07-10T08:30,1,31.29,18.21,8.04,,3.19,0.14,2.85,3.62,0.25,1.05,13.20,0.24,3.49
2008-07-14T08:40,1,31.37,17.50,8.10,,6.61,0.07,0.55,1.28,0.14,0.67,14.02,0.27,5.83
2008-07-17T08:05,1,31.40,16.95,8.10,,4.89,0.11,0.41,1.03,0.03,0.06,13.95,0.32,1.17
2008-07-21T08:20,1,31.37,16.06,8.13,,3.70,0.20,0.75,1.36,0.04,0.27,12.02,0.30,10.39
2008-07-24T08:40,1,31.33,17.16,8.08,,0.99,0.33,2.08,2.02,0.07,0.64,14.04,0.29,0.85
2008-07-28T08:30,1,31.35,18.94,8.13,,6.47,0.13,0.43,0.54,0.01,-0.01,14.98,0.32,2.66
2008-07-31T07:55,1,31.61,20.61,8.11,,4.04,0.39,1.14,0.92,0.02,0.00,16.99,0.32,3.14
2008-08-07T08:35,1,31.36,19.25,8.08,,4.75,0.36,2.52,1.01,0.03,0.31,13.20,0.24,2.54
2008-08-18T08:00,1,30.55,18.19,8.15,,4.31,0.38,0.66,0.70,0.01,0.02,14.31,0.35,3.61
2008-08-21T08:30,1,30.70,18.43,8.09,,4.06,0.34,1.00,0.78,0.03,0.11,13.87,0.34,3.71
2008-08-25T08:30,1,30.54,17.74,8.17,,2.95,0.32,1.01,0.71,0.04,0.02,14.15,0.29,3.50
2008-08-28T08:30,1,30.16,17.83,8.16,,3.45,0.38,1.38,1.35,0.04,0.44,13.72,0.32,3.06
2008-09-01T08:40,1,29.82,17.90,8.19,,9.63,0.36,1.66,0.77,0.05,0.23,14.92,0.34,7.20
2008-09-08T08:40,1,30.05,16.18,8.20,,4.58,0.44,1.72,1.20,0.10,1.05,13.86,0.33,0.40
2008-09-11T08:35,1,29.51,16.37,8.19,,5.29,0.42,1.88,1.36,0.14,1.49,15.70,0.39,0.13
2008-09-18T08:10,1,29.37,14.51,8.15,,4.92,0.32,0.57,0.84,0.02,0.11,15.99,0.44,0.44
2008-09-22T08:20,1,29.92,14.62,8.22,,3.25,0.41,0.68,0.69,0.01,0.01,14.63,0.33,0.28
2008-09-25T08:45,1,29.46,14.06,8.23,,3.13,0.42,0.76,1.12,0.07,0.47,8.71,0.14,0.24
2008-09-29T08:10,1,29.54,13.51,8.20,,2.74,0.45,1.08,1.33,0.07,0.28,14.75,0.32,1.93
2008-10-02T08:30,1,29.90,13.04,8.20,,3.28,0.56,2.14,1.78,0.10,0.68,14.58,0.29,2.48
2008-10-06T08:35,1,28.89,11.93,8.13,,2.61,0.62,6.86,3.18,0.21,3.24,11.76,0.31,4.11
2008-10-09T08:35,1,28.68,11.96,8.06,,2.19,0.65,8.75,4.08,0.30,4.93,15.61,0.28,3.34
2008-10-20T08:30,1,28.22,11.55,8.13,,4.74,0.66,12.01,6.77,0.64,8.68,16.80,0.24,13.24
2008-10-23T08:35,1,29.08,11.19,8.04,,4.52,0.76,11.92,6.55,0.73,10.15,14.60,0.16,14.50
2008-10-27T08:35,1,28.72,10.55,8.04,,2.89,0.75,14.67,8.43,1.02,12.71,12.67,0.21,13.34
2008-10-30T08:10,1,28.26,8.42,8.04,,2.65,0.66,14.48,9.37,1.11,13.22,13.60,0.22,13.24
2008-11-03T08:15,1,27.89,8.40,7.99,,3.15,0.77,20.49,9.49,1.42,18.11,16.17,0.18,19.19
2008-11-06T08:50,1,27.70,8.64,8.08,,3.16,0.78,21.83,10.16,1.45,19.24,16.21,0.25,11.68
2008-11-13T08:10,1,28.31,8.24,8.02,,3.46,0.74,18.50,10.96,1.83,17.52,13.63,0.21,20.13
2008-11-17T08:10,1,27.58,8.25,,,3.84,0.87,24.10,10.98,2.39,,,0.23,
2008-11-20T08:50,1,28.41,7.98,8.05,,3.24,0.99,21.24,9.09,2.49,16.02,17.25,0.12,13.37
2008-11-24T08:40,1,27.62,5.03,8.07,,5.17,0.95,25.83,9.94,2.85,25.26,12.90,,28.42
2008-11-27T07:55,1,27.45,5.18,,,5.62,0.76,27.35,9.54,3.07,26.70,15.96,0.41,30.51
2008-12-01T08:05,1,27.36,4.99,8.07,,2.81,0.82,31.27,8.66,3.11,29.45,14.25,0.17,20.30
2008-12-04T08:30,1,,4.79,8.09,,2.47,0.89,,7.06,2.38,29.30,13.16,0.13,18.87
2008-12-08T08:25,1,29.16,5.54,8.01,,3.93,0.94,24.22,4.78,1.06,27.52,11.75,0.13,38.64
2008-12-11T08:30,1,27.57,3.93,8.00,,2.23,0.92,30.90,6.59,2.02,32.94,15.43,0.12,27.26
2008-12-15T08:10,1,27.20,3.60,7.99,,3.99,0.85,35.61,6.45,1.86,36.44,15.48,0.17,35.29
2008-12-18T08:35,1,28.75,4.19,8.11,,,1.03,28.57,3.79,0.62,33.74,11.96,0.06,22.38
2009-01-05T08:30,1,28.352,,8.03,,2.65,1.06,33.30,3.22,0.16,38.59,13.14,0.05,27.15
2009-01-08T08:30,1,28.191,1.211,8.04,,3.01,1.10,32.71,3.53,0.18,39.43,8.92,,29.82
2009-01-12T08:15,1,28.078,1.696,8.07,,5.70,1.01,33.91,4.20,0.28,39.74,13.36,0.04,58.39
2009-01-15T08:25,1,28.534,3.614,8.00,,2.66,1.07,32.57,3.29,0.12,38.14,13.91,0.07,24.80
2009-01-19T08:35,1,30.080,2.812,7.89,,2.28,1.09,22.92,3.14,0.06,31.41,11.28,0.12,29.28
2009-01-22T08:45,1,28.456,2.336,8.13,,2.68,1.07,31.98,5.46,0.11,37.80,10.93,0.11,28.94
2009-01-26T08:17,1,28.072,1.427,7.97,,4.76,0.96,32.40,4.85,0.18,39.07,12.76,0.12,48.02
2009-01-29T08:10,1,28.302,1.050,8.15,,2.72,1.06,32.80,4.49,0.13,39.34,12.80,0.14,23.30
2009-02-05T08:30,1,28.762,0.904,8.07,,1.78,1.11,30.96,4.75,0.07,38.53,13.04,0.18,18.23
2009-02-09T08:15,1,27.903,0.860,8.04,,1.73,1.03,36.09,5.56,0.13,41.99,14.45,0.18,12.28
2009-02-11T09:10,1,,0.844,8.08,,2.50,1.06,31.26,5.65,0.14,41.70,14.02,0.18,19.66
2009-02-19T08:30,1,28.330,1.300,8.19,,2.15,1.06,32.65,5.45,0.11,40.00,12.93,0.15,21.75
2009-02-23T08:15,1,27.640,2.378,8.16,,2.56,0.97,35.16,5.52,0.17,41.73,13.32,0.11,20.80
2009-02-26T09:10,1,27.836,2.778,8.12,,2.60,1.05,35.95,5.58,0.16,41.56,11.85,0.12,21.35
2009-03-02T08:30,1,27.878,3.955,8.29,,1.99,1.03,34.48,5.42,0.16,40.97,23.03,0.08,13.30
2009-03-05T08:30,1,28.291,3.497,8.28,,2.37,1.02,29.82,5.32,0.09,39.52,12.45,,16.78
2009-03-09T08:35,1,27.945,3.896,8.30,,3.82,0.90,29.39,5.19,0.13,40.26,12.13,0.26,29.11
2009-03-12T08:10,1,27.687,4.725,8.29,,3.43,0.80,27.68,4.51,0.18,39.33,14.06,0.17,14.20
2009-03-16T08:30,1,28.285,4.818,8.25,,3.41,0.83,35.30,4.86,0.19,37.18,12.34,0.16,13.06
2009-03-19T08:40,1,28.361,5.623,8.20,,3.27,0.85,34.07,4.16,0.21,36.78,12.96,0.26,7.03
2009-03-23T08:15,1,27.976,5.700,8.20,,6.98,0.65,31.23,2.95,0.21,37.31,17.77,0.24,14.10
2009-03-26T08:15,1,27.456,3.890,8.27,,14.20,0.29,24.50,0.66,0.25,33.51,13.45,0.23,
2009-03-30T08:45,1,28.168,5.298,8.22,,11.40,0.32,20.72,0.63,0.19,33.07,11.64,0.24,
2009-04-02T08:03,1,,5.814,8.26,,16.05,0.21,14.97,0.33,0.18,30.91,10.99,0.25,20.81
2009-04-06T08:20,1,27.632,7.986,8.54,,11.97,0.03,0.26,0.62,0.30,14.52,12.94,0.23,6.48
2009-04-09T08:05,1,28.049,8.410,8.54,,16.08,0.01,0.25,0.66,0.24,13.75,13.62,0.21,8.04
2009-04-20T08:02,1,28.861,10.146,8.67,,24.17,0.12,0.21,0.47,0.08,0.41,6.68,0.10,2.66
2009-04-23T07:40,1,27.913,11.034,8.63,,8.15,0.09,0.71,0.66,0.06,0.14,17.61,0.26,15.03
2009-04-27T08:17,1,28.598,11.793,8.52,,4.32,0.08,0.78,2.38,0.08,2.61,16.62,0.35,2.80
2009-04-30T08:17,1,,12.113,8.44,,4.39,0.07,0.38,3.09,0.16,5.49,15.62,0.37,2.22
2009-05-04T08:15,1,28.760,11.115,8.42,,9.96,0.06,0.61,1.63,0.17,4.46,16.40,0.38,5.20
2009-05-07T08:02,1,28.859,11.946,8.40,,16.67,0.04,0.50,0.71,0.12,1.94,16.53,0.31,14.50
2009-05-11T08:10,1,28.690,11.197,8.42,,18.62,0.06,0.93,0.43,0.08,0.48,16.83,0.23,6.87
2009-05-14T08:31,1,28.761,13.149,8.52,,14.36,0.02,0.80,0.36,0.01,0.03,16.44,0.40,10.23
2009-05-18T08:30,1,28.997,12.755,8.53,,14.31,0.03,0.86,0.36,0.02,0.17,15.21,0.41,8.61
2009-05-20T07:50,1,28.907,13.301,8.48,,9.48,0.01,1.14,0.96,0.03,0.15,,,9.05
2009-05-25T08:10,1,28.995,13.857,8.43,,5.31,0.03,0.93,0.48,0.02,0.11,18.56,0.42,0.87
2009-05-28T08:30,1,29.091,13.610,8.35,,5.78,0.03,1.02,0.42,0.03,0.11,18.36,0.41,6.22
2009-06-04T08:15,1,29.238,13.097,8.19,,8.55,0.09,0.73,1.20,0.03,0.31,21.16,0.47,19.95
2009-06-08T08:35,1,29.650,13.410,8.16,,8.94,0.09,0.64,1.55,0.05,0.40,20.11,0.46,28.16
2009-06-11T08:30,1,29.979,12.949,8.19,,3.32,0.12,0.89,1.37,0.15,0.94,18.31,0.37,3.62
2009-06-15T08:30,1,30.102,13.862,8.19,,5.82,0.06,0.35,0.77,0.12,0.72,16.27,0.36,11.68
2009-06-18T08:35,1,30.504,14.410,8.19,,6.29,0.05,0.44,0.57,0.08,0.39,19.19,0.41,14.35
2009-06-22T08:15,1,30.172,15.369,8.18,,3.62,0.12,0.71,0.80,0.06,0.09,17.73,0.29,7.92
2009-06-24T08:10,1,30.578,16.220,8.14,,2.81,0.10,0.63,0.38,0.03,0.18,17.60,0.31,5.47
2009-07-02T08:35,1,30.796,19.238,8.12,,2.76,0.09,1.23,0.26,0.03,0.07,16.10,0.27,2.82
2009-07-06T08:05,1,30.826,21.050,8.13,,2.72,0.15,2.01,0.79,0.03,0.24,15.38,0.33,2.14
2009-07-09T08:25,1,31.233,19.704,8.13,,3.19,0.09,2.27,0.24,0.02,0.07,13.84,0.28,3.60
2009-07-13T08:25,1,31.252,18.092,8.14,,2.77,0.15,3.06,0.22,0.03,0.20,15.67,0.29,2.72
2009-07-15T08:35,1,31.293,18.991,8.11,,2.78,0.10,1.44,0.26,0.03,0.14,14.50,0.30,1.63
2009-07-20T08:30,1,31.224,18.883,8.16,,2.42,0.49,0.73,0.39,0.02,0.17,17.47,0.50,1.28
2009-07-23T08:10,1,31.139,19.238,8.15,,2.73,0.21,1.09,0.69,0.02,0.11,14.10,0.32,4.83
2009-07-27T08:35,1,31.050,18.739,8.16,,2.10,0.18,0.93,0.24,0.03,0.01,22.20,0.33,1.22
2009-07-30T09:15,1,30.996,18.454,8.15,,1.90,0.10,1.04,0.28,0.02,0.07,12.81,0.25,3.55
2009-08-03T08:17,1,31.010,17.791,8.07,,3.73,0.31,1.06,1.08,0.05,0.18,15.52,0.36,3.32
2009-08-06T08:10,1,30.950,19.405,8.13,,2.96,0.32,1.07,0.60,0.02,0.10,17.70,0.41,4.13
2009-08-13T08:30,1,30.865,19.567,8.11,,3.18,0.29,0.57,0.20,0.01,0.01,14.00,0.34,2.00
2009-08-20T08:15,1,31.026,19.000,8.02,,4.46,0.46,2.43,0.89,0.05,0.22,15.39,0.37,7.32
2009-08-24T09:30,1,30.969,18.836,7.98,,3.39,0.36,1.05,0.48,0.03,0.06,16.29,0.24,4.74
2009-08-27T08:30,1,30.942,18.987,7.94,,2.88,0.28,0.68,0.25,0.03,0.08,14.98,0.28,2.00
2009-08-31T08:30,1,30.842,17.239,8.13,,4.62,0.45,1.28,0.81,0.05,0.11,14.93,0.33,5.80
2009-09-03T08:10,1,30.852,16.675,8.20,,5.81,0.44,1.85,1.06,0.08,0.85,17.26,0.40,13.23
2009-09-07T08:12,1,30.380,15.769,8.17,,9.51,0.60,5.88,1.88,0.12,0.70,15.99,0.34,25.06
2009-09-10T08:30,1,30.347,16.231,8.14,,5.60,0.58,6.08,1.44,0.15,0.78,14.48,0.31,5.76
2009-09-14T08:30,1,30.282,15.798,8.14,,8.96,0.45,2.41,0.48,0.16,1.03,12.30,0.28,15.72
2009-09-17T08:10,1,30.146,15.580,8.17,,6.18,0.29,1.28,0.78,0.10,0.32,15.60,0.37,9.02
2009-09-21T08:15,1,30.488,15.682,8.09,,3.47,0.34,2.64,0.45,0.03,0.07,13.54,0.35,2.29
2009-09-23T08:35,1,30.639,15.769,8.09,,4.68,0.38,3.88,0.59,0.04,0.07,10.91,0.30,2.48
2009-09-30T08:15,1,30.516,14.289,8.04,,3.19,0.44,3.15,1.39,0.10,0.44,14.66,0.37,2.92
2009-10-05T08:15,1,30.805,12.141,,,18.54,0.43,2.93,1.53,0.11,0.83,13.84,0.31,58.14
2009-10-08T08:25,1,30.622,12.263,8.06,,5.25,0.48,4.97,2.42,0.16,1.19,13.84,0.36,9.94
2009-10-12T08:30,1,30.716,10.772,8.02,,5.96,0.45,4.02,2.55,0.20,1.78,12.63,0.26,8.92
2009-10-15T08:50,1,30.348,9.599,8.15,,5.26,0.41,4.27,3.07,0.30,2.65,14.86,0.21,12.39
2009-10-19T08:10,1,30.590,8.608,8.18,,6.46,0.25,3.67,2.70,0.29,2.90,14.43,0.25,13.40
2009-10-21T08:15,1,30.312,7.703,8.15,,12.87,0.25,4.86,3.94,0.38,3.92,13.73,0.23,42.34
2009-10-27T08:30,1,31.716,9.066,8.26,,4.20,0.22,2.16,2.23,0.23,2.23,13.94,0.21,5.18
2009-10-29T08:30,1,31.664,9.258,8.22,,3.14,0.25,2.20,2.66,0.23,2.44,11.77,0.19,4.81
2009-11-02T08:15,1,30.120,7.357,8.18,,3.97,0.21,4.97,8.80,0.55,4.89,15.49,0.22,12.70
2009-11-05T08:15,1,30.048,6.521,8.06,,12.59,0.20,,8.39,0.53,5.23,13.48,0.21,63.33
2009-11-09T08:30,1,30.184,7.280,8.08,,2.56,0.41,8.38,7.28,0.45,6.93,15.87,0.22,6.79
2009-11-12T08:30,1,30.518,7.320,8.08,,1.83,0.47,7.15,7.96,0.42,6.55,12.03,0.22,4.84
2009-11-16T08:20,1,29.269,7.810,8.06,,2.22,0.41,10.99,11.02,0.73,10.02,14.71,0.19,7.46
2009-11-19T08:30,1,29.889,8.500,8.10,,5.72,0.68,11.29,11.04,0.65,9.92,16.45,0.22,22.54
2009-11-24T09:00,1,29.319,8.496,8.10,,2.45,0.67,15.51,10.42,0.85,14.35,13.99,0.22,10.99
2009-11-26T08:15,1,30.055,8.989,8.12,,3.14,0.79,13.84,9.84,0.97,13.25,13.25,0.21,17.54
